,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1489,Scapular Rows,,Strength,Lats,Cable,Intermediate,,
1490,Standing V-Grip Cable Rows,,Strength,Lats,Cable,Intermediate,,
1491,AM Close-Grip Pull-Down,"The close-grip pull-down is a variation on the lat pull-down, acable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Lats,Cable,Intermediate,,
1492,AM Wide-Grip Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Lats,Cable,Intermediate,,
1493,UP Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Lats,Cable,Intermediate,,
1494,Reverse-grip lat pull-down,"The reverse-grip lat pull-down is variation on the lat pull-down that targets the lower lats more than an overhand grip. Because the hands are relatively close together, it also increases the range of motion beyond wider-grip pull-down variations. It can be performed for low reps, such as 5-6 per set, for back strength, or for higher reps for size.",Strength,Lats,Machine,Intermediate,8.5,Average
1495,Machine seated row,"The machine seated row is a popular exercise targeting the back muscles, particularly the lats (latissimus dorsi), rhomboids, and middle and lower trapezius. There is a wide variety of seated row machines, but most of them approximate the motion of a free-weight row, but in an upright, forward-facing position. Machine row variations are often performed for moderate to high reps, such as 8-12 reps per set or more, as part of an upper-body or back-focused portion of a workout.",Strength,Lats,Machine,Beginner,8.4,Average
1496,Machine-assisted pull-up,"The machine-assisted pull-up takes a classic back-building exercise and adds assistance to make the movement easier than the bodyweight version. The amount of assistance can easily be changed by moving the pin in the stack. While some people use this variation as a substitute for pull-ups or as an assistance exercise for pull-ups, it is also effective as a way to perform the pull-up motion in traditional muscle-building ranges. This variation is often performed for moderate to high reps, such as 8-12 reps per set or more, as part of upper-body or back-focused training.",Strength,Lats,Machine,Beginner,8.2,Average
1497,Single-arm pull-down,"The single-arm pull-down is a variation on the lat pull-down that is performed one arm at a time, usually with a D-shaped handle and a cable stack. Many lifters find they can feel the lat (latissimus dorsi) muscles working better with single-arm variations.",Strength,Lats,Machine,Intermediate,7.3,Average
1498,Chest-Supported Smith Machine Row - Gethin Variation,,Strength,Lats,Machine,Intermediate,,
1499,Single-arm machine high row,"The single-arm machine high row is a machine-based exercise targeting the back muscles, including the lats, rhomboids, and middle and lower traps. It approximates the motion of a free-weight row, but uses a selectorized weight-stack or plate-loaded machine. Many such machines also allow you to choose between different grips and grip widths. Machine-based rows are often done for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body or back-focused portion of a workout.",Strength,Lats,Machine,Intermediate,,
1500,Machine Pull-Over - Gethin Variation,,Strength,Lats,Machine,Intermediate,,
1501,Seated Machine Row - Gethin Variation,"The machine seated row is an exercise targeting the back muscles, emphasizing the mid- to upper-back.",Strength,Lats,Machine,Intermediate,,
1502,Wide-Grip Machine Row,,Strength,Lats,Machine,Intermediate,,
1503,King Maker Lat Pull-Down,"The lat pull-down is a cable-based exercise machine that’s ubiquitous in gyms around the world. This back builder is easy to learn and highly effective, allowing for variable resistance depending on where you place the pin in the stack.",Strength,Lats,Machine,Intermediate,,
1504,Robertson Half-Kneeling Landmine Press,,Strength,Lats,Machine,Intermediate,,
1505,Pullups,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",Strength,Lats,Body Only,Intermediate,9.2,Average
1506,Pull-up,"The pull-up is a multijoint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of ""relative strength"" which is strength in relation to body weight.",Strength,Lats,Body Only,Beginner,8.9,Average
1507,Muscle Up,,Strength,Lats,Body Only,Intermediate,8.9,Average
1508,Rope climb,"The rope climb is an exercise that is used commonly in CrossFit workouts and as a test of upper-body strength. It was even contested at the Olympics in the early 20th century. It targets a wide range of upper-body musculature, including the hands and forearms, shoulders, biceps, lats (latissimus dorsi), and core.",Strength,Lats,Body Only,Intermediate,8.7,Average
1509,Wide-Grip Rear Pull-Up,,Strength,Lats,Body Only,Beginner,8.7,Average
1510,Side To Side Chins,,Strength,Lats,Body Only,Intermediate,8.4,Average
1511,Neutral-grip pull-up,"The neutral-grip pull-up is a multijoint bodyweight exercise in which the reps are performed with the palms facing one another. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",Strength,Lats,Body Only,Intermediate,8.2,Average
1512,Kipping Muscle Up,,Strength,Lats,Body Only,Intermediate,7.2,Average
1513,One Arm Against Wall,,Stretching,Lats,Body Only,Intermediate,5.8,Average
1514,One Handed Hang,"The single-arm hang is a static exercise that involves hanging from a bar by one hand. It is an advanced hanging exercise that demands above-average shoulder stability and grip strength, and may not be appropriate for some people. However, if someone is strong and stable enough to perform it, the movement can help build those same qualities.",Stretching,Lats,Body Only,Intermediate,3.6,Average
1515,Standing side bend stretch,"The standing side bend stretch is a stretching exercise targeting the obliques, the muscles that run along the side of the core. It is a common inclusion in dynamic warm-ups for the upper body, but can also be performed to help ""limber up"" for lifting or athletics anytime.",Stretching,Lats,Body Only,Intermediate,3.2,Average
1516,Burpee to pull-up,The burpee to pull-up is a variation of the bodyweight burpee in which the jump at the top of each rep leads into a jumping pull-up. It is popular in circuit-style and metcon workouts.,Plyometrics,Lats,Body Only,Intermediate,0.0,
1517,Negative pull-up,"The negative pull-up is a multijoint bodyweight exercise that focuses on just one half of the traditional pull-up: the lowering, eccentric, or ""negative"" portion. Because muscles are stronger eccentrically than they are concentrically, many people can perform negatives even if they can't perform full pull-ups. For this reason, it is a popular training tool to help people earn their first pull-up rep, or as a back-off exercise after doing full pull-ups.",Strength,Lats,Body Only,Intermediate,0.0,Average
1518,Chin-Up,"The a chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body, in an underhand position, with a grip that is narrower than shoulder-width. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand pull-ups. It can be used as a more shoulder-friendly alternative to straight-bar pull-ups, or to help perform more reps than you can perform overhand.",Strength,Lats,Body Only,Intermediate,,
1519,HM Superman Lat Pull,,Strength,Lats,Body Only,Intermediate,,
1520,AM Pull-Up,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",Strength,Lats,Body Only,Intermediate,,
1521,UP Chin-Up,,Strength,Lats,Body Only,Intermediate,,
1522,Holman Alternating Forward and Side Punch,,Strength,Lats,Body Only,Intermediate,,
1523,Jump to pull-up,"The jump to pull-up is a bodyweight exercise that targets the muscles of the back, biceps, and, to a lesser degree, legs. It involves jumping up to a pull-up bar between reps. Similar to a push-press, the legs help power through the most difficult portion of the pull-up, allowing you to perform more reps. Jumping pull-ups are often performed for moderate to high reps, such as 8-12 reps per set or more, as an accessory to other pulling or pull-up training, or as a full-body movement in a circuit or metcon.",Strength,Lats,Body Only,Intermediate,,
1524,Bent-over scapular slide,The bent-over scapular slide is an upper-body exercise that helps with scapular and shoulder mobility. It is commonly performed for time or reps as part of a dynamic warm-up for the upper body.,Strength,Lats,Body Only,Intermediate,,
1525,Iron cross stretch,The iron cross stretch is a bodyweight stretch that focuses on hip and thoracic spine mobility.,Strength,Lats,Body Only,Intermediate,,
1526,Total Fitness Standing Lat Stretch,,Strength,Lats,Body Only,Intermediate,,
1527,King Maker Pull-Up,"The pull-up is a multi-joint bodyweight exercise that builds strength and muscle in the upper back, biceps, and core. It is often used as a measurement tool in military or tactical fitness tests, and is an excellent gauge of “relative strength” which is strength in relation to bodyweight.",Strength,Lats,Body Only,Intermediate,,
1528,Medicine ball slam,"The medicine ball slam is an explosive exercise for developing power, strength, and speed. Muscles worked include the abdominals, legs, triceps, shoulders, and lats. The slams are usually done in rapid succession to complete one set. It can also be a component of a power or athleticism-focused circuit workout.",Plyometrics,Lats,Medicine Ball,Intermediate,7.9,Average
1529,Catch and Overhead Throw,,Plyometrics,Lats,Medicine Ball,Beginner,5.8,Average
1530,FYR2 Bent-Over Medicine Ball Slam,,Strength,Lats,Medicine Ball,Intermediate,,
1531,Dynamic Back Stretch,,Stretching,Lats,None,Beginner,4.8,Average
1532,Chair Lower Back Stretch,,Stretching,Lats,None,Beginner,3.2,Average
1533,Side-Lying Floor Stretch,,Stretching,Lats,None,Beginner,1.0,Average
1534,Band good morning-,"The band good morning is an exercise targeting the hamstrings and glutes. It is often performed in powerlifting-style training for high reps, or in the place of barbell good mornings.",Strength,Lower Back,Bands,Intermediate,,
1535,FYR2 Monster Banded Good Morning,,Strength,Lower Back,Bands,Intermediate,,
1536,Band deadlift,The band deadlift is a lower-body exercise that mainly targets the hamstrings while also benefiting the glutes and lats using a proper hip-hinging motion.,Strength,Lower Back,Bands,Intermediate,,
1537,Lower back SMR,"Lower back self-myofascial release (SMR) is a self-administered soft-tissue treatment, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the quadratus lumborum or spinal erector (erector spinae) muscles of the lower back, some people find they can cause this often painful and tight area to relax or ""release."" Lower back SMR is often accompanied by SMR on the glutes or piriformis muscles, or by stretches that target the piriformis or hips. However, some people find that SMR on the lower back can aggravate existing pain or injury, so be cautious when performing it.",Stretching,Lower Back,Foam Roll,Intermediate,4.5,Average
1538,Barbell deficit deadlift,"The barbell deficit deadlift is a compound exercise targeting the posterior chain. It is commonly utilized in powerlifting training to build pulling strength off the floor, but is also an effective muscle-building movement for the glutes and hamstrings. It is usually performed with lighter weight, and perhaps for higher reps, than traditional deadlifts. If these make your back sore, decrease the deficit and/or wear a weightlifting belt.",Powerlifting,Lower Back,Barbell,Beginner,9.4,Average
1539,Deadlift with Bands,,Powerlifting,Lower Back,Barbell,Beginner,8.7,Average
1540,Deadlift with Chains,,Powerlifting,Lower Back,Barbell,Beginner,8.6,Average
1541,Rack Pull with Bands,,Powerlifting,Lower Back,Barbell,Beginner,8.5,Average
1542,Rack pull,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can be used to strengthen deadlift lockout, but also as a deadlift alternative for people who can't deadlift from the floor without pain.",Powerlifting,Lower Back,Barbell,Intermediate,8.3,Average
1543,Seated Good Mornings,,Powerlifting,Lower Back,Barbell,Beginner,8.1,Average
1544,Stiff Leg Barbell Good Morning,,Strength,Lower Back,Barbell,Beginner,8.1,Average
1545,Reverse Band Deadlift,,Powerlifting,Lower Back,Barbell,Beginner,0.0,Average
1546,Paul Carter Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Lower Back,Barbell,Intermediate,,
1547,TBS Good Morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Strength,Lower Back,Barbell,Intermediate,,
1548,TBS Romanian Deadlift,"The barbell stiff-legged deadlift targets the hamstrings, glutes, lower and upper back, as well as the core. It is a popular accessory movement for the deadlift, but also a muscle-building hamstring movement.",Strength,Lower Back,Barbell,Intermediate,,
1549,Barbell deadlift-,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Strength,Lower Back,Barbell,Intermediate,,
1550,Deadlift - Gethin Variation,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Strength,Lower Back,Barbell,Intermediate,,
1551,Barbell good morning,"The barbell good morning is an exercise that targets glute, hamstring, and lower back development. It is often trained as an accessory movement to the deadlift, but also has value on its own. It is sometimes performed for reps in traditional strength-focused rep ranges such as 5-8 reps per set, but due to the risk posed to the lower back, is rarely treated as a max-effort single-rep lift.",Strength,Lower Back,Barbell,Intermediate,,
1552,UP Conventional Deadlift,"The barbell deadlift is a compound exercise used to develop overall strength and size in the posterior chain. It is a competition lift in the sport of powerlifting, but is also considered a classic benchmark of overall strength. When performed with the hands outside the knees, it is often called a ""conventional"" deadlift. When the feet are wide and the hands are inside the knees, it is a sumo deadlift.",Strength,Lower Back,Barbell,Intermediate,,
1553,30 Day Back Barbell Rack Pull,,Strength,Lower Back,Barbell,Intermediate,,
1554,FYR Sumo Deadlift High Pull,"The kettlebell sumo deadlift high pull is a dynamic kettlebell exercise that focuses on the muscles of the posterior chain, including the hamstrings, glutes, traps, rear delts, and upper back. It can be done in lower reps for power or strength, or higher reps for conditioning and fat loss. It can also be a component of a circuit-style kettlebell workout, either for time or reps.",Strength,Lower Back,Kettlebells,Intermediate,,
1555,Kettlebell deadlift,"The kettlebell deadlift is a foundational movement in kettlebell training. It's often taught as a buildup or regression to the kettlebell swing, as well as to instruct the ""hip hinge"" motion in a more approachable manner than with a barbell.",Strength,Lower Back,Kettlebells,Intermediate,,
1556,HM Kettlebell Swing,,Strength,Lower Back,Kettlebells,Intermediate,,
1557,KV Romanian Deadlift with Kettlebell,,Strength,Lower Back,Kettlebells,Intermediate,,
1558,FYR2 Kettlebell Good Morning,,Strength,Lower Back,Kettlebells,Intermediate,,
1559,FYR2 Kettlebell Romanian Deadlift,,Strength,Lower Back,Kettlebells,Intermediate,,
1560,FYR2 Kettlebell Staggered-Stance Deadlift,,Strength,Lower Back,Kettlebells,Intermediate,,
1561,Dumbbell Fix Dumbbell Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1562,Dumbbell skier,"As the name suggests, the dumbbell skier takes the motion of skiing and replaces the poles with dumbbells. The hip and torso motion are similar to a kettlebell swing, as are the muscles it targets, including the hamstrings, glutes, upper back, and grip. However, unlike the traditional kettlebell swing, the arms are outside of the knees. This movement can be performed for time or for reps, but is usually performed for relatively high reps, such as 8-12 sets per rep or more, as part of a fat-loss or athleticism-focused circuit or workout.",Strength,Lower Back,Dumbbell,Intermediate,,
1563,TBS Dumbbell Romanian Deadlift,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Strength,Lower Back,Dumbbell,Intermediate,,
1564,Stiff-Legged Dumbbell Deadlift - Gethin Variation,"The dumbbell stiff-legged deadlift targets the hamstrings, glutes, low and upper back, as well as the core. The purpose of the stiff-legged, as opposed to Romanian deadlift with slightly bent knees, is to engage the hamstrings and low back to an even greater degree.",Strength,Lower Back,Dumbbell,Intermediate,,
1565,UNS Dumbbell Romanian Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1566,Holman Slow Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1567,Holman Deadlift to Overhead Press,,Strength,Lower Back,Dumbbell,Intermediate,,
1568,Holman Staggered-Stance Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1569,Holman Deadlift to Front Raise,,Strength,Lower Back,Dumbbell,Intermediate,,
1570,Holman Deadlift to Chest Press,,Strength,Lower Back,Dumbbell,Intermediate,,
1571,Holman Deadlift to Squat Thrust,,Strength,Lower Back,Dumbbell,Intermediate,,
1572,Holman Deadlift to Biceps Curl,,Strength,Lower Back,Dumbbell,Intermediate,,
1573,Dumbbell kickstand deadlift,"The dumbbell kickstand deadlift is a movement targeting the muscles of the hamstrings, glutes, and back. The kickstand position can help focus the stretch and contraction on each individual leg, similar to a single-leg Romanian deadlift, while presenting less of a balance challenge. It can be performed in low reps, such as 5-8 reps per set, for strengthening the posterior chain, or for higher reps for muscle growth.",Strength,Lower Back,Dumbbell,Intermediate,,
1574,Single-leg stiff-legged deadlift to row,"The single-leg stiff-legged deadlift to row takes two popular strength moves and combines them into one full-body blaster. Between the deadlift and the row, you'll target the glutes, hamstrings, quads, back, and biceps. Because balance can be a challenge, this movement is usually done with relatively light weights for high reps, such as 8-12 reps per set or more.",Strength,Lower Back,Dumbbell,Intermediate,,
1575,FYR2 Dumbbell Deadlift,,Strength,Lower Back,Dumbbell,Intermediate,,
1576,FYR2 Dumbbell Deadlift to Dumbbell Upright Row,,Strength,Lower Back,Dumbbell,Intermediate,,
1577,Atlas Stones,,Strongman,Lower Back,Other,Intermediate,9.5,Average
1578,Axle Deadlift,,Strongman,Lower Back,Other,Beginner,9.1,Average
1579,Atlas Stone Trainer,,Strongman,Lower Back,Other,Beginner,6.4,Average
1580,Partner Flat-Bench Back Extension,"The partner bench back extensionis a clever way to perform this exercise, which works the spinal erectors in the lower back. There are machines and angled apparatus that allow this exercise to performed solo; but, lacking those, all you need is a bench and a workout partner.",Strength,Lower Back,Other,Beginner,0.0,
1581,Keg Load,,Strongman,Lower Back,Other,Beginner,0.0,Average
1582,Partner bench back extension,"The partner bench back extension is a clever way to target the glutes and spinal erector muscles. There are machines and angled benches that allow this exercise to be performed solo, but, lacking those, all you need is a bench and a workout partner. It is usually performed for high reps as a burnout or accessory movement for lower-body training.",Strength,Lower Back,Other,Beginner,0.0,
1583,Rack Pull - Gethin Variation,"The rack pull is a variation of the deadlift performed from an elevated height, either using boxes, safety pins, or the safeties in a squat rack. It targets all the same muscles as the deadlift, including the glutes, hamstrings, upper back, lower back, and grip. It can e used to strengthen deadlift lockout, but also as a deadlift alternative for people who can’t deadlift from the floor without pain.",Strength,Lower Back,Other,Intermediate,,
1584,Hex Bar Deadlift - Gethin Variation,"The hex bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter’s center of gravity, rather than placing it in front of their body. The trap bar deadlift can be trained in traditional strength and muscle-focused rep range, or for higher reps. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstring, lower back, lats, upper back, and grip.",Strength,Lower Back,Other,Intermediate,,
1585,Holman Deadlift,,Strength,Lower Back,Other,Intermediate,,
1586,ACFT Low-handle trap bar deadlift,"The low-handle trap bar deadlift is a variety of deadlift performed in a hexagonal barbell also known as a trap bar. This specific exercise is part of the new Army Combat Fitness Test or ACFT. The bar is held with a parallel (palms in) grip outside of the legs. It is biomechanically different from a barbell deadlift in that it lines up with a lifter's center of gravity, rather than placing the weight in front of their body. It activates all of the same muscle groups as conventional or sumo deadlifts, including the glutes, quads, hamstrings, lower back, lats, upper back, and grip.",Strength,Lower Back,Other,Intermediate,,
1587,Neutral-grip lat pull-down,"The neutral-grip lat pull-down is a variation on the lat pull-down that uses a handle with a neutral (palms facing in) grip. This arrangement helps to build lat width and target the upper lats. This movement is usually performed for moderate to high reps, such as 8-12 per set or higher, as part of an upper-body or back-focused workout.",Strength,Lower Back,Cable,Intermediate,,
1588,Seated cable deadlift,"The seated cable deadlift is a version of the deadlift or hip hinge movement that is performed on a seated cable row machine. Similar to a stiff-legged deadlift or 45-degree back extension, it targets the muscles of the lower back, as well as the glutes and upper back to a lesser degree. It is usually utilized in higher rep ranges, at least 8-12 reps per set, on a back-focused muscle-building day, or as a deadlift accessory lift to strengthen the lower back.",Strength,Lower Back,Cable,Intermediate,,
1589,Cable stiff-legged deadlift,"The cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion.",Strength,Lower Back,Cable,Intermediate,,
1590,Single-leg cable stiff-legged deadlift,"The single-leg cable stiff-legged deadlift is a lower-body exercise that mainly targets the hamstrings, while also benefiting the glutes using a proper hip-hinging motion. Training one leg at a time allows for working out imbalances.",Strength,Lower Back,Cable,Intermediate,,
1591,UNS Banded Dumbbell Romanian Deadlift,,Strength,Lower Back,Cable,Intermediate,,
1592,Seated Back Extension,,Strength,Lower Back,Machine,Beginner,8.2,Average
1593,Back extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,9.1,Average
1594,Hyperextensions With No Hyperextension Bench,,Strength,Lower Back,Body Only,Beginner,8.8,Average
1595,Superman,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Stretching,Lower Back,Body Only,Intermediate,8.3,Average
1596,Hug A Ball,,Stretching,Lower Back,Body Only,Intermediate,5.4,Average
1597,Child's pose,Child’s pose is a traditional yoga pose that is also popular in fitness and strength training. It targets mobility of the thoracic spine and control of the vertebral column. It can be performed for time or reps as part of a dynamic warm-up or as a mobility or restorative exercise anytime. It can also work as part of a yoga or bodyweight sequence with other poses.,Stretching,Lower Back,Body Only,Intermediate,5.3,Average
1598,Pelvic Tilt Into Bridge,,Stretching,Lower Back,Body Only,Intermediate,5.1,Average
1599,Hug Knees To Chest,,Stretching,Lower Back,Body Only,Intermediate,4.4,Average
1600,Pyramid,,Stretching,Lower Back,Body Only,Intermediate,1.0,Average
1601,Partner Superman with alternating high-five,"The partner Superman with alternating high-five is an exercise in which both partners perform isometric holds for reps, high-fiving each other in between. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or as part of a core or back-focused workout or finisher.",Strength,Lower Back,Body Only,Beginner,0.0,
1602,Yoga plex,"The yoga plex is a stretch that combines elements of the downward facing dog yoga pose with the “world’s greatest stretch.” It is most commonly performed as part of a dynamic warm-up, to limber up muscles from head to toe, raise the body’s core temperature, and mobilize the hips, upper back, and shoulders.",Stretching,Lower Back,Body Only,Intermediate,,
1603,TBS Back Extension,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,,
1604,Lower Back Stretch - Yates Variation,"The lying cross-over lower back stretch is a simple bodyweight stretch targeting the lower back, hips, and torso. It involves rotating the legs while lying flat on the back. It is commonly included in dynamic warm-ups, but can also be performed as full-body mobility work anytime.",Strength,Lower Back,Body Only,Intermediate,,
1605,Hyperextension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,,
1606,Back Extension - Gethin Variation,"The back extension is an exercise used to build lower back strength that also targets the hamstrings and glutes. It is often performed on a 45-degree bench with the feet anchored. Unweighted back extensions are often performed for high reps, such as 15-20 reps or more, but the movement can also be performed with added weight in lower rep ranges, such as 8-12 reps per set.",Strength,Lower Back,Body Only,Intermediate,,
1607,HM Banana Stretch,,Strength,Lower Back,Body Only,Intermediate,,
1608,HM T-Spine Stretch on Wall,,Stretching,Lower Back,Body Only,Intermediate,,
1609,HM Child's Pose,,Strength,Lower Back,Body Only,Intermediate,,
1610,HM Cobra,,Strength,Lower Back,Body Only,Intermediate,,
1611,HM Cobra With Arm Retraction,,Strength,Lower Back,Body Only,Intermediate,,
1612,HM Dive-Bomber,,Strength,Lower Back,Body Only,Intermediate,,
1613,HM Downward-Facing Dog Pose,,Strength,Lower Back,Body Only,Intermediate,,
1614,HM Downward Dog To Left Leg Extension To Warrior Pose,,Strength,Lower Back,Body Only,Intermediate,,
1615,HM Downward Dog To Right Leg Extension To Warrior Pose,,Strength,Lower Back,Body Only,Intermediate,,
1616,HM Spine Twist,,Strength,Lower Back,Body Only,Intermediate,,
1617,HM Good Morning,,Strength,Lower Back,Body Only,Intermediate,,
1618,HM Rag Doll,,Strength,Lower Back,Body Only,Intermediate,,
1619,HM Upward-Facing Dog Pose,,Strength,Lower Back,Body Only,Intermediate,,
1620,Superman-,"The Superman is a bodyweight exercise that consists of isometric holds in an extended spine position. It targets the muscles of the posterior chain, including the muscles of the glutes, spinal erectors, and upper back. It can be performed as part of a dynamic warm-up, or for muscle activation or mobility anytime.",Strength,Lower Back,Body Only,Intermediate,,
1621,Weighted back extension,"The weighted back extension is an exercise targeting the spinal erectors, as well as the glutes and hamstrings. Back extensions are often done for high reps without weight, but when done with weight, they can be an excellent accessory movement for deadlift strength as well as an overall posterior-chain strength builder. Because your back is the limiting factor, it's still an exercise that is usually done for moderate to high reps, such as 8-12 reps per set or higher. You can weight it with a plate or by holding a dumbbell or other weight in your hands.",Strength,Lower Back,Body Only,Intermediate,,
1622,MetaBurn Alternating Superman,,Strength,Lower Back,Body Only,Intermediate,,
1623,MetaBurn Swimmer,,Strength,Lower Back,Body Only,Intermediate,,
1624,Dancer's Stretch,,Stretching,Lower Back,None,Beginner,5.4,Average
1625,Cat Stretch,,Stretching,Lower Back,None,Beginner,4.9,Average
1626,Crossover Reverse Lunge,,Stretching,Lower Back,None,Beginner,3.9,Average
1627,Standing Pelvic Tilt,,Stretching,Lower Back,None,Beginner,3.1,Average
1628,Exercise ball weighted hyperextension,"The exercise ball weighted hyperextension is an exercise that strengthens the lower back. If balance is an issue, have someone hold your feet.",Strength,Lower Back,Exercise Ball,Beginner,8.3,Average
1629,Exercise ball rear delt fly,"The exercise ball rear delt fly is a dumbbell exercise targeting the rear heads of the shoulders, as well as the muscles of the upper-middle back. Lying prone on an exercise ball offers support to perform the movement. It is generally performed for moderate to high reps as a part of upper body or shoulder training.",Strength,Lower Back,Exercise Ball,Intermediate,,
1630,Lying rear delt Y,"The lying rear delt Y works the shoulders, specifically the rear heads, as well as the lower trapezius muscles. At the top of the motion, the arms and torso form a Y—hence the name. Shoulder Y variations are usually performed with light weights as a warm-up or prehab movement for upper-body training, or as a burnout on shoulder day.",Strength,Lower Back,Exercise Ball,Intermediate,,
1631,Partner Facing Feet-Elevated Side Plank With Band Row,,Strength,Middle Back,Bands,Beginner,0.0,
1632,Partner side plank band row,The partner side plank band row is an abdominal exercise where two partners perform side planks while pulling on the opposite ends of an exercise band. This technique can be done for time or reps in any ab-focused workout.,Strength,Middle Back,Bands,Intermediate,0.0,
1633,Band-assisted chin-up,"The band-assisted chin-up is a variation of the pull-up exercise in which the reps are performed with the palms facing toward the body in an underhand position, with a band looped around the feet or knees. This reduces weight and resistance at the bottom of the rep, while increasing it toward the top. Like other pull-up variations, it builds strength and muscle in the upper back, biceps, and core, but it utilizes the biceps slightly more than overhand band-assisted pull-ups.",Strength,Middle Back,Bands,Intermediate,,
1634,30 Back Band-Assisted Pull-Up,,Strength,Middle Back,Bands,Intermediate,,
1635,30 Back Reverse-Grip Band-Assisted Pull-Up,,Strength,Middle Back,Bands,Intermediate,,
